	ph	exon	ph_chr	ph_start	ph_end	ph_strand	exon_chr	exon_start	exon_end	exon_strand	strand
1201	chr6_43744332_43750077_+	chr6_43749693_43749789_+	6	43744332	43750077	+	6	43749693	43749789	+	1
1202	chr6_43744332_43750077_+	chr6_43749693_43749824_+	6	43744332	43750077	+	6	43749693	43749824	+	1
1203	chr6_43744332_43750077_+	chr6_43749748_43749824_+	6	43744332	43750077	+	6	43749748	43749824	+	1
1204	chr6_43745944_43750153_+	chr6_43749693_43749789_+	6	43745944	43750153	+	6	43749693	43749789	+	1
1205	chr6_43745944_43750153_+	chr6_43749693_43749824_+	6	43745944	43750153	+	6	43749693	43749824	+	1
1206	chr6_43745944_43750153_+	chr6_43749748_43749824_+	6	43745944	43750153	+	6	43749748	43749824	+	1
1207	chr6_43749503_43750079_+	chr6_43749693_43749789_+	6	43749503	43750079	+	6	43749693	43749789	+	1
1208	chr6_43749503_43750079_+	chr6_43749693_43749824_+	6	43749503	43750079	+	6	43749693	43749824	+	1
1209	chr6_43749503_43750079_+	chr6_43749748_43749824_+	6	43749503	43750079	+	6	43749748	43749824	+	1
1210	chr6_56323002_56331187_-	chr6_56327844_56327954_-	6	56323002	56331187	-	6	56327844	56327954	-	-1
1211	chr6_64274562_64283107_+	chr6_64281917_64282624_+	6	64274562	64283107	+	6	64281917	64282624	+	1
1212	chr6_64274562_64283107_+	chr6_64282475_64282624_+	6	64274562	64283107	+	6	64282475	64282624	+	1
1213	chr6_64274562_64283107_+	chr6_64282586_64282624_+	6	64274562	64283107	+	6	64282586	64282624	+	1
1220	chr6_64274564_64283412_+	chr6_64281917_64282624_+	6	64274564	64283412	+	6	64281917	64282624	+	1
1221	chr6_64274564_64283412_+	chr6_64282475_64282624_+	6	64274564	64283412	+	6	64282475	64282624	+	1
1222	chr6_64274564_64283412_+	chr6_64282586_64282624_+	6	64274564	64283412	+	6	64282586	64282624	+	1
1223	chr6_64274564_64283131_+	chr6_64281917_64282624_+	6	64274564	64283131	+	6	64281917	64282624	+	1
1224	chr6_64274564_64283131_+	chr6_64282475_64282624_+	6	64274564	64283131	+	6	64282475	64282624	+	1
1225	chr6_64274564_64283131_+	chr6_64282586_64282624_+	6	64274564	64283131	+	6	64282586	64282624	+	1
1232	chr6_64274587_64283412_+	chr6_64281917_64282624_+	6	64274587	64283412	+	6	64281917	64282624	+	1
1233	chr6_64274587_64283412_+	chr6_64282475_64282624_+	6	64274587	64283412	+	6	64282475	64282624	+	1
1234	chr6_64274587_64283412_+	chr6_64282586_64282624_+	6	64274587	64283412	+	6	64282586	64282624	+	1
1235	chr6_64274587_64283108_+	chr6_64281917_64282624_+	6	64274587	64283108	+	6	64281917	64282624	+	1
1236	chr6_64274587_64283108_+	chr6_64282475_64282624_+	6	64274587	64283108	+	6	64282475	64282624	+	1
1237	chr6_64274587_64283108_+	chr6_64282586_64282624_+	6	64274587	64283108	+	6	64282586	64282624	+	1
1244	chr6_64281284_64290572_+	chr6_64281917_64282624_+	6	64281284	64290572	+	6	64281917	64282624	+	1
1245	chr6_64281284_64290572_+	chr6_64282475_64282624_+	6	64281284	64290572	+	6	64282475	64282624	+	1
1246	chr6_64281284_64290572_+	chr6_64282586_64282624_+	6	64281284	64290572	+	6	64282586	64282624	+	1
1247	chr6_64281285_64290889_+	chr6_64281917_64282624_+	6	64281285	64290889	+	6	64281917	64282624	+	1
1248	chr6_64281285_64290889_+	chr6_64282475_64282624_+	6	64281285	64290889	+	6	64282475	64282624	+	1
1249	chr6_64281285_64290889_+	chr6_64282586_64282624_+	6	64281285	64290889	+	6	64282586	64282624	+	1
1253	chr6_64281293_64290553_+	chr6_64281917_64282624_+	6	64281293	64290553	+	6	64281917	64282624	+	1
1254	chr6_64281293_64290553_+	chr6_64282475_64282624_+	6	64281293	64290553	+	6	64282475	64282624	+	1
1255	chr6_64281293_64290553_+	chr6_64282586_64282624_+	6	64281293	64290553	+	6	64282586	64282624	+	1
1256	chr6_64281544_64283166_+	chr6_64281917_64282624_+	6	64281544	64283166	+	6	64281917	64282624	+	1
1258	chr6_64281544_64283166_+	chr6_64282475_64282624_+	6	64281544	64283166	+	6	64282475	64282624	+	1
1260	chr6_64281544_64283166_+	chr6_64282586_64282624_+	6	64281544	64283166	+	6	64282586	64282624	+	1
1265	chr6_64281562_64290583_+	chr6_64281917_64282624_+	6	64281562	64290583	+	6	64281917	64282624	+	1
1266	chr6_64281562_64290583_+	chr6_64282475_64282624_+	6	64281562	64290583	+	6	64282475	64282624	+	1
1267	chr6_64281562_64290583_+	chr6_64282586_64282624_+	6	64281562	64290583	+	6	64282586	64282624	+	1
1268	chr6_91246206_91254536_-	chr6_91254271_91254351_-	6	91246206	91254536	-	6	91254271	91254351	-	-1
1269	chr6_91246400_91254632_-	chr6_91254271_91254351_-	6	91246400	91254632	-	6	91254271	91254351	-	-1
1270	chr6_91246496_91254361_-	chr6_91254271_91254351_-	6	91246496	91254361	-	6	91254271	91254351	-	-1
1271	chr6_131191336_131200546_-	chr6_131199244_131199390_-	6	131191336	131200546	-	6	131199244	131199390	-	-1
1272	chr6_131191336_131200546_-	chr6_131199244_131199354_-	6	131191336	131200546	-	6	131199244	131199354	-	-1
1274	chr6_131191336_131200546_-	chr6_131199244_131199765_-	6	131191336	131200546	-	6	131199244	131199765	-	-1
1275	chr6_131191336_131200546_-	chr6_131191468_131191521_-	6	131191336	131200546	-	6	131191468	131191521	-	-1
1276	chr6_131191336_131200546_-	chr6_131197814_131197915_-	6	131191336	131200546	-	6	131197814	131197915	-	-1
1277	chr6_131191385_131201212_-	chr6_131199244_131199390_-	6	131191385	131201212	-	6	131199244	131199390	-	-1
1279	chr6_131191385_131201212_-	chr6_131197814_131197915_-	6	131191385	131201212	-	6	131197814	131197915	-	-1
1280	chr6_131191385_131201212_-	chr6_131191468_131191521_-	6	131191385	131201212	-	6	131191468	131191521	-	-1
1281	chr6_131191385_131201212_-	chr6_131199244_131199354_-	6	131191385	131201212	-	6	131199244	131199354	-	-1
1283	chr6_131191385_131201212_-	chr6_131199244_131199765_-	6	131191385	131201212	-	6	131199244	131199765	-	-1
1286	chr6_131191544_131201231_-	chr6_131199244_131199390_-	6	131191544	131201231	-	6	131199244	131199390	-	-1
1288	chr6_131191544_131201231_-	chr6_131197814_131197915_-	6	131191544	131201231	-	6	131197814	131197915	-	-1
1289	chr6_131193502_131200465_-	chr6_131199244_131199390_-	6	131193502	131200465	-	6	131199244	131199390	-	-1
1290	chr6_131193502_131200465_-	chr6_131199244_131199354_-	6	131193502	131200465	-	6	131199244	131199354	-	-1
1292	chr6_131193502_131200465_-	chr6_131199244_131199765_-	6	131193502	131200465	-	6	131199244	131199765	-	-1
1293	chr6_131193502_131200465_-	chr6_131197814_131197915_-	6	131193502	131200465	-	6	131197814	131197915	-	-1
1294	chr6_131197803_131201225_-	chr6_131199244_131199354_-	6	131197803	131201225	-	6	131199244	131199354	-	-1
1295	chr6_131197803_131201225_-	chr6_131199244_131199390_-	6	131197803	131201225	-	6	131199244	131199390	-	-1
1296	chr6_131197803_131201225_-	chr6_131199244_131199765_-	6	131197803	131201225	-	6	131199244	131199765	-	-1
1299	chr6_131197803_131201225_-	chr6_131197814_131197915_-	6	131197803	131201225	-	6	131197814	131197915	-	-1
1300	chr6_131199235_131201250_-	chr6_131199244_131199390_-	6	131199235	131201250	-	6	131199244	131199390	-	-1
1301	chr6_131199243_131201372_-	chr6_131199244_131199354_-	6	131199243	131201372	-	6	131199244	131199354	-	-1
1302	chr6_131199243_131201372_-	chr6_131199244_131199390_-	6	131199243	131201372	-	6	131199244	131199390	-	-1
1303	chr6_131199243_131201372_-	chr6_131199244_131199765_-	6	131199243	131201372	-	6	131199244	131199765	-	-1
1304	chr6_131199243_131201372_-	chr6_131201284_131201346_-	6	131199243	131201372	-	6	131201284	131201346	-	-1
1305	chr6_131200532_131201826_-	chr6_131201284_131201346_-	6	131200532	131201826	-	6	131201284	131201346	-	-1
1306	chr6_131200563_131209398_-	chr6_131201284_131201346_-	6	131200563	131209398	-	6	131201284	131201346	-	-1
1307	chr6_131201222_131204401_-	chr6_131201284_131201346_-	6	131201222	131204401	-	6	131201284	131201346	-	-1
1310	chr6_131201222_131204401_-	chr6_131201594_131201629_-	6	131201222	131204401	-	6	131201594	131201629	-	-1
1311	chr6_131201222_131201851_-	chr6_131201284_131201346_-	6	131201222	131201851	-	6	131201284	131201346	-	-1
1313	chr6_131201223_131203809_-	chr6_131201284_131201346_-	6	131201223	131203809	-	6	131201284	131201346	-	-1
1315	chr6_131201240_131209464_-	chr6_131201284_131201346_-	6	131201240	131209464	-	6	131201284	131201346	-	-1
1316	chr1_155226036_155231974_-	chr1_155231448_155231659_-	1	155226036	155231974	-	1	155231448	155231659	-	-1
1317	chr1_155232989_155243074_-	chr1_155238499_155238583_-	1	155232989	155243074	-	1	155238499	155238583	-	-1
1318	chr1_155232989_155243074_-	chr1_155238499_155238586_-	1	155232989	155243074	-	1	155238499	155238586	-	-1
1319	chr1_155235753_155243258_-	chr1_155238499_155238583_-	1	155235753	155243258	-	1	155238499	155238583	-	-1
1320	chr1_155235753_155243258_-	chr1_155238499_155238586_-	1	155235753	155243258	-	1	155238499	155238586	-	-1
1321	chr1_155235753_155243074_-	chr1_155238499_155238583_-	1	155235753	155243074	-	1	155238499	155238583	-	-1
1322	chr1_155235753_155243074_-	chr1_155238499_155238586_-	1	155235753	155243074	-	1	155238499	155238586	-	-1
1323	chr1_155235760_155243234_-	chr1_155238499_155238583_-	1	155235760	155243234	-	1	155238499	155238583	-	-1
1324	chr1_155235760_155243234_-	chr1_155238499_155238586_-	1	155235760	155243234	-	1	155238499	155238586	-	-1
1325	chr1_155238253_155243102_-	chr1_155238499_155238583_-	1	155238253	155243102	-	1	155238499	155238583	-	-1
1326	chr1_155238253_155243102_-	chr1_155238499_155238586_-	1	155238253	155243102	-	1	155238499	155238586	-	-1
1327	chr1_155238338_155243101_-	chr1_155238499_155238583_-	1	155238338	155243101	-	1	155238499	155238583	-	-1
1328	chr1_155238338_155243101_-	chr1_155238499_155238586_-	1	155238338	155243101	-	1	155238499	155238586	-	-1
1329	chr1_155238364_155243276_-	chr1_155238499_155238583_-	1	155238364	155243276	-	1	155238499	155238583	-	-1
1330	chr1_155238364_155243276_-	chr1_155238499_155238586_-	1	155238364	155243276	-	1	155238499	155238586	-	-1
1331	chr1_155238371_155243063_-	chr1_155238499_155238583_-	1	155238371	155243063	-	1	155238499	155238583	-	-1
1332	chr1_155238371_155243063_-	chr1_155238499_155238586_-	1	155238371	155243063	-	1	155238499	155238586	-	-1
1333	chr6_142703826_142706169_+	chr6_142704897_142704980_+	6	142703826	142706169	+	6	142704897	142704980	+	1
1334	chr6_142762001_142762321_+	chr6_142762045_142762090_+	6	142762001	142762321	+	6	142762045	142762090	+	1
1335	chr6_142762019_142762298_+	chr6_142762045_142762090_+	6	142762019	142762298	+	6	142762045	142762090	+	1
1336	chr6_168314078_168314373_+	chr6_168314083_168314103_+	6	168314078	168314373	+	6	168314083	168314103	+	1
1337	chr1_156905339_156908307_-	chr1_156908210_156908305_-	1	156905339	156908307	-	1	156908210	156908305	-	-1
1338	chr7_91621446_91621612_+	chr7_91621472_91621525_+	7	91621446	91621612	+	7	91621472	91621525	+	1
1339	chr7_91670834_91672634_+	chr7_91671360_91671500_+	7	91670834	91672634	+	7	91671360	91671500	+	1
1340	chr1_160221909_160231555_-	chr1_160231075_160231115_-	1	160221909	160231555	-	1	160231075	160231115	-	-1
1341	chr1_160221909_160231555_-	chr1_160231075_160231140_-	1	160221909	160231555	-	1	160231075	160231140	-	-1
1342	chr1_160221909_160231555_-	chr1_160231075_160231148_-	1	160221909	160231555	-	1	160231075	160231148	-	-1
1343	chr7_100271332_100276581_+	chr7_100273744_100273799_+	7	100271332	100276581	+	7	100273744	100273799	+	1
1344	chr7_100271369_100276467_+	chr7_100273744_100273799_+	7	100271369	100276467	+	7	100273744	100273799	+	1
1345	chr7_100271379_100276633_+	chr7_100273744_100273799_+	7	100271379	100276633	+	7	100273744	100273799	+	1
1346	chr7_100271379_100276689_+	chr7_100273744_100273799_+	7	100271379	100276689	+	7	100273744	100273799	+	1
1347	chr7_100271380_100276592_+	chr7_100273744_100273799_+	7	100271380	100276592	+	7	100273744	100273799	+	1
1348	chr7_100271403_100276652_+	chr7_100273744_100273799_+	7	100271403	100276652	+	7	100273744	100273799	+	1
1349	chr7_100271408_100276575_+	chr7_100273744_100273799_+	7	100271408	100276575	+	7	100273744	100273799	+	1
1350	chr7_100271664_100276633_+	chr7_100273744_100273799_+	7	100271664	100276633	+	7	100273744	100273799	+	1
1351	chr7_100271664_100276689_+	chr7_100273744_100273799_+	7	100271664	100276689	+	7	100273744	100273799	+	1
1352	chr7_100271676_100276604_+	chr7_100273744_100273799_+	7	100271676	100276604	+	7	100273744	100273799	+	1
1353	chr7_100271702_100276577_+	chr7_100273744_100273799_+	7	100271702	100276577	+	7	100273744	100273799	+	1
1354	chr7_100272183_100276569_+	chr7_100273744_100273799_+	7	100272183	100276569	+	7	100273744	100273799	+	1
1355	chr7_100273059_100276577_+	chr7_100273744_100273799_+	7	100273059	100276577	+	7	100273744	100273799	+	1
1356	chr7_100273095_100276686_+	chr7_100273744_100273799_+	7	100273095	100276686	+	7	100273744	100273799	+	1
1357	chr7_100273128_100276636_+	chr7_100273744_100273799_+	7	100273128	100276636	+	7	100273744	100273799	+	1
1358	chr7_100273131_100276686_+	chr7_100273744_100273799_+	7	100273131	100276686	+	7	100273744	100273799	+	1
1359	chr7_100273133_100276580_+	chr7_100273744_100273799_+	7	100273133	100276580	+	7	100273744	100273799	+	1
1360	chr7_100273165_100276583_+	chr7_100273744_100273799_+	7	100273165	100276583	+	7	100273744	100273799	+	1
1361	chr7_100273522_100276465_+	chr7_100273744_100273799_+	7	100273522	100276465	+	7	100273744	100273799	+	1
1362	chr7_100273550_100276574_+	chr7_100273744_100273799_+	7	100273550	100276574	+	7	100273744	100273799	+	1
1363	chr7_100273555_100276636_+	chr7_100273744_100273799_+	7	100273555	100276636	+	7	100273744	100273799	+	1
1364	chr7_100273593_100276681_+	chr7_100273744_100273799_+	7	100273593	100276681	+	7	100273744	100273799	+	1
1365	chr7_100273594_100276578_+	chr7_100273744_100273799_+	7	100273594	100276578	+	7	100273744	100273799	+	1
1366	chr7_100273601_100276653_+	chr7_100273744_100273799_+	7	100273601	100276653	+	7	100273744	100273799	+	1
1367	chr7_100479272_100480728_+	chr7_100480386_100480711_+	7	100479272	100480728	+	7	100480386	100480711	+	1
1368	chr7_100480096_100481213_+	chr7_100480386_100480711_+	7	100480096	100481213	+	7	100480386	100480711	+	1
1369	chr7_100480097_100485887_+	chr7_100480386_100480711_+	7	100480097	100485887	+	7	100480386	100480711	+	1
1370	chr7_100480100_100480780_+	chr7_100480386_100480711_+	7	100480100	100480780	+	7	100480386	100480711	+	1
1371	chr7_100480102_100481700_+	chr7_100480386_100480711_+	7	100480102	100481700	+	7	100480386	100480711	+	1
1373	chr1_162558621_162562786_+	chr1_162562522_162562572_+	1	162558621	162562786	+	1	162562522	162562572	+	1
1374	chr1_162558621_162562786_+	chr1_162562525_162562572_+	1	162558621	162562786	+	1	162562525	162562572	+	1
1375	chr8_144899499_144903774_-	chr8_144902836_144902886_-	8	144899499	144903774	-	8	144902836	144902886	-	-1
1376	chr9_108144962_108153278_+	chr9_108151314_108151389_+	9	108144962	108153278	+	9	108151314	108151389	+	1
1377	chr9_108145385_108153269_+	chr9_108151314_108151389_+	9	108145385	108153269	+	9	108151314	108151389	+	1
1378	chr9_108147837_108153265_+	chr9_108151314_108151389_+	9	108147837	108153265	+	9	108151314	108151389	+	1
1379	chr9_108148266_108153265_+	chr9_108151314_108151389_+	9	108148266	108153265	+	9	108151314	108151389	+	1
1380	chr9_108151296_108153274_+	chr9_108151314_108151389_+	9	108151296	108153274	+	9	108151314	108151389	+	1
1381	chr1_185266175_185275993_-	chr1_185275617_185275757_-	1	185266175	185275993	-	1	185275617	185275757	-	-1
1383	chr1_185266742_185276001_-	chr1_185275617_185275757_-	1	185266742	185276001	-	1	185275617	185275757	-	-1
1385	chr1_185267078_185275770_-	chr1_185275617_185275757_-	1	185267078	185275770	-	1	185275617	185275757	-	-1
1386	chr1_185274817_185275793_-	chr1_185275617_185275757_-	1	185274817	185275793	-	1	185275617	185275757	-	-1
1388	chr9_131029391_131035176_-	chr9_131029473_131029553_-	9	131029391	131035176	-	9	131029473	131029553	-	-1
1389	chr9_131029730_131035215_-	chr9_131035064_131035144_-	9	131029730	131035215	-	9	131035064	131035144	-	-1
1390	chr9_133503813_133512910_+	chr9_133506548_133506680_+	9	133503813	133512910	+	9	133506548	133506680	+	1
1391	chr9_133503840_133512902_+	chr9_133506548_133506680_+	9	133503840	133512902	+	9	133506548	133506680	+	1
1392	chr9_139702774_139707479_+	chr9_139703707_139703881_+	9	139702774	139707479	+	9	139703707	139703881	+	1
1393	chr9_139702774_139707479_+	chr9_139704140_139704494_+	9	139702774	139707479	+	9	139704140	139704494	+	1
1395	chr9_139703811_139707531_+	chr9_139704140_139704494_+	9	139703811	139707531	+	9	139704140	139704494	+	1
1396	chr9_139703830_139709950_+	chr9_139704140_139704494_+	9	139703830	139709950	+	9	139704140	139704494	+	1
1397	chr9_139703832_139707979_+	chr9_139704140_139704494_+	9	139703832	139707979	+	9	139704140	139704494	+	1
1398	chr9_139703833_139707451_+	chr9_139704140_139704494_+	9	139703833	139707451	+	9	139704140	139704494	+	1
1399	chr9_139704099_139707774_+	chr9_139704140_139704494_+	9	139704099	139707774	+	9	139704140	139704494	+	1
1400	chr9_139704107_139707453_+	chr9_139704140_139704494_+	9	139704107	139707453	+	9	139704140	139704494	+	1
1401	chr9_140349559_140349766_-	chr9_140349691_140349759_-	9	140349559	140349766	-	9	140349691	140349759	-	-1
1402	chr9_140349560_140353007_-	chr9_140349691_140349759_-	9	140349560	140353007	-	9	140349691	140349759	-	-1
1403	chr9_140349570_140352671_-	chr9_140349691_140349759_-	9	140349570	140352671	-	9	140349691	140349759	-	-1
1404	chr9_140349586_140353570_-	chr9_140349691_140349759_-	9	140349586	140353570	-	9	140349691	140349759	-	-1
1405	chr1_203765214_203765760_+	chr1_203765421_203765624_+	1	203765214	203765760	+	1	203765421	203765624	+	1
1406	chr1_203765214_203765760_+	chr1_203765421_203765729_+	1	203765214	203765760	+	1	203765421	203765729	+	1
1407	chr1_203765217_203772025_+	chr1_203765421_203765624_+	1	203765217	203772025	+	1	203765421	203765624	+	1
1408	chr1_203765217_203772025_+	chr1_203765421_203765729_+	1	203765217	203772025	+	1	203765421	203765729	+	1
1409	chr1_21106738_21113149_-	chr1_21106838_21107033_-	1	21106738	21113149	-	1	21106838	21107033	-	-1
1410	chr1_21106738_21113149_-	chr1_21106838_21107034_-	1	21106738	21113149	-	1	21106838	21107034	-	-1
1430	chr1_225692607_225695662_-	chr1_225692693_225692755_-	1	225692607	225695662	-	1	225692693	225692755	-	-1
